	home_id	last_scraped	price	number_of_reviews	scores_overall	scores_accuracy	scores_cleanliness	scores_checkin	scores_communication	scores_location	scores_value	reviews_per_month
1287	3998984	2016-01-04	100	28	97.0	10.0	9.0	10.0	10.0	10.0	10.0	1.73
1288	6315435	2016-01-04	300	6	100.0	10.0	10.0	9.0	9.0	10.0	9.0	0.9
1290	1797207	2016-01-04	197	9	96.0	10.0	10.0	9.0	10.0	10.0	9.0	0.48
1291	271509	2016-01-04	175	12	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.3
1293	4410789	2016-01-04	131	15	91.0	9.0	9.0	8.0	10.0	10.0	9.0	1.23
1299	217142	2016-01-04	200	47	95.0	10.0	10.0	10.0	10.0	10.0	9.0	0.92
1300	1732280	2016-01-04	89	6	97.0	10.0	10.0	10.0	10.0	10.0	9.0	0.33
1301	4240933	2016-01-04	142	6	87.0	8.0	10.0	10.0	10.0	10.0	9.0	0.64
1302	443942	2016-01-04	125	13	94.0	9.0	10.0	9.0	9.0	10.0	9.0	0.53
1303	6489648	2016-01-04	245	2	80.0	8.0	8.0	8.0	10.0	9.0	7.0	0.32
1305	8227038	2016-01-04	117	4	85.0	9.0	9.0	10.0	10.0	10.0	8.0	1.07
1306	2489339	2016-01-04	215	9	91.0	10.0	10.0	8.0	9.0	10.0	9.0	0.45
1307	8054892	2016-01-04	215	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.17
1308	1493197	2016-01-04	275	22	95.0	9.0	10.0	10.0	10.0	10.0	9.0	0.78
1309	4417792	2016-01-04	175	24	93.0	10.0	10.0	10.0	10.0	10.0	9.0	1.71
1310	5048597	2016-01-04	195	16	93.0	9.0	10.0	10.0	9.0	10.0	9.0	2.24
1311	6278191	2016-01-04	113	27	90.0	10.0	10.0	9.0	8.0	10.0	9.0	3.51
1312	8891577	2016-01-04	700	1	100.0	10.0	10.0	10.0	10.0	10.0	8.0	0.81
1313	4163306	2016-01-04	139	2	90.0	9.0	10.0	9.0	9.0	9.0	9.0	0.3
1314	59827	2016-01-04	135	13	87.0	9.0	9.0	9.0	9.0	9.0	8.0	0.21
1316	3992155	2016-01-04	100	45	98.0	10.0	10.0	10.0	10.0	10.0	9.0	2.99
1317	8571518	2016-01-04	106	4	100.0	8.0	10.0	10.0	10.0	10.0	10.0	1.71
1318	3820186	2016-01-04	475	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.13
1319	1084084	2016-01-04	143	10	94.0	10.0	9.0	10.0	10.0	10.0	8.0	0.36
1320	257140	2016-01-04	205	20	93.0	9.0	10.0	10.0	10.0	9.0	8.0	0.39
1321	8956628	2016-01-04	80	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
1322	8637174	2016-01-04	120	30	99.0	10.0	10.0	10.0	10.0	10.0	10.0	9.47
1323	8815061	2016-01-04	139	5	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.92
1324	4677524	2016-01-04	135	20	98.0	10.0	10.0	10.0	10.0	10.0	10.0	1.81
1325	3139847	2016-01-04	155	71	93.0	9.0	10.0	10.0	10.0	10.0	9.0	3.65
1326	6975036	2016-01-04	90	7	90.0	8.0	10.0	9.0	9.0	10.0	9.0	1.27
1327	4151093	2016-01-04	139	3	87.0	10.0	10.0	10.0	10.0	10.0	9.0	0.19
1328	4256558	2016-01-04	181	1	80.0	8.0	10.0	10.0	8.0	10.0	8.0	0.09
1329	2110357	2016-01-04	99	191	97.0	10.0	9.0	10.0	10.0	10.0	10.0	7.79
1330	8147986	2016-01-04	175	5	88.0	9.0	10.0	10.0	10.0	10.0	10.0	1.42
1331	2905375	2016-01-04	127	13	95.0	10.0	10.0	10.0	9.0	10.0	10.0	0.66
1332	4257097	2016-01-04	150	2	100.0	9.0	10.0	9.0	8.0	9.0	8.0	0.44
1333	931154	2016-01-04	143	21	96.0	9.0	9.0	10.0	10.0	10.0	9.0	0.83
1334	6370655	2016-01-04	399	2	80.0	9.0	9.0	7.0	7.0	9.0	8.0	0.37
1335	4363919	2016-01-04	193	5	88.0	9.0	10.0	10.0	10.0	10.0	9.0	0.36
1337	5019444	2016-01-04	110	31	92.0	10.0	9.0	10.0	10.0	10.0	9.0	2.76
1338	931758	2016-01-04	135	24	92.0	9.0	9.0	10.0	10.0	9.0	9.0	0.92
1339	301059	2016-01-04	165	12	96.0	10.0	10.0	10.0	10.0	10.0	9.0	0.26
1340	8815638	2016-01-04	139	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.86
1341	7264667	2016-01-04	189	7	89.0	9.0	10.0	10.0	10.0	9.0	9.0	1.28
1342	2068301	2016-01-04	140	14	99.0	10.0	10.0	10.0	10.0	10.0	9.0	0.63
1343	8487843	2016-01-04	129	12	98.0	10.0	10.0	9.0	10.0	10.0	10.0	4.0
1344	8608233	2016-01-04	150	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
1345	5446156	2016-01-04	245	16	100.0	10.0	10.0	10.0	10.0	10.0	9.0	1.92
1346	2691273	2016-01-04	175	9	87.0	9.0	8.0	9.0	10.0	10.0	8.0	0.49
1347	7807090	2016-01-04	127	3	100.0	10.0	10.0	10.0	10.0	10.0	9.0	0.82
1350	1055661	2016-01-04	127	15	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.48
1351	7806698	2016-01-04	122	3	93.0	10.0	10.0	9.0	10.0	10.0	10.0	1.1
1352	24212	2016-01-04	175	29	91.0	9.0	10.0	10.0	10.0	9.0	9.0	0.46
1353	8027776	2016-01-04	99	36	98.0	10.0	10.0	10.0	10.0	10.0	10.0	9.08
1354	6868378	2016-01-04	187	6	97.0	10.0	10.0	9.0	10.0	9.0	9.0	1.06
1355	7249508	2016-01-04	150	12	95.0	9.0	10.0	10.0	10.0	9.0	9.0	2.16
1356	7544337	2016-01-04	100	4	90.0	9.0	10.0	9.0	10.0	10.0	8.0	0.81
1357	19623	2016-01-04	186	38	89.0	9.0	9.0	9.0	9.0	9.0	8.0	0.54
1358	4210585	2016-01-04	171	6	97.0	9.0	10.0	10.0	10.0	10.0	10.0	0.74
1359	5784320	2016-01-04	181	9	96.0	10.0	10.0	10.0	10.0	10.0	9.0	1.05
1360	7347229	2016-01-04	149	18	98.0	10.0	10.0	10.0	10.0	10.0	9.0	3.31
1361	4676275	2016-01-04	270	1	80.0	8.0	10.0	6.0	6.0	10.0	8.0	0.2
1362	2489283	2016-01-04	195	10	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.47
1363	277416	2016-01-04	149	37	97.0	10.0	10.0	10.0	10.0	10.0	9.0	0.75
1364	7699356	2016-01-04	150	2	90.0	9.0	10.0	9.0	10.0	9.0	10.0	0.42
1365	5847934	2016-01-04	230	10	98.0	10.0	10.0	10.0	10.0	10.0	9.0	1.25
1367	5446180	2016-01-04	165	5	96.0	9.0	10.0	10.0	9.0	10.0	8.0	0.54
1368	4242626	2016-01-04	335	3	100.0	10.0	9.0	10.0	10.0	10.0	10.0	0.28
1369	3226793	2016-01-04	75	5	84.0	9.0	7.0	9.0	10.0	10.0	9.0	0.27
1370	23430	2016-01-04	107	22	96.0	9.0	10.0	10.0	10.0	9.0	9.0	0.33
1371	2186330	2016-01-04	167	22	90.0	9.0	9.0	9.0	9.0	10.0	8.0	1.11
1373	5683765	2016-01-04	120	1	80.0	10.0	10.0	10.0	10.0	10.0	10.0	0.24
1375	5691933	2016-01-04	425	2	90.0	10.0	10.0	9.0	10.0	9.0	9.0	0.82
1376	8829472	2016-01-04	139	5	100.0	10.0	10.0	10.0	10.0	10.0	9.0	1.9
1377	5183938	2016-01-04	149	48	97.0	10.0	10.0	10.0	10.0	10.0	10.0	4.34
1378	224763	2016-01-04	149	27	93.0	9.0	10.0	10.0	9.0	10.0	9.0	0.56
1379	4520179	2016-01-04	130	12	95.0	10.0	10.0	10.0	10.0	10.0	10.0	0.98
1380	9263252	2016-01-04	115	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
1381	284813	2016-01-04	159	28	95.0	9.0	9.0	10.0	10.0	9.0	9.0	0.58
1382	4402880	2016-01-04	120	2	90.0	10.0	10.0	7.0	8.0	10.0	9.0	0.7
1383	2660384	2016-01-04	100	123	90.0	9.0	10.0	9.0	10.0	9.0	9.0	5.98
1384	6973790	2016-01-04	99	11	98.0	10.0	10.0	9.0	9.0	9.0	10.0	1.77
1385	7116795	2016-01-04	169	16	90.0	9.0	10.0	10.0	10.0	10.0	9.0	2.93
1387	6854552	2016-01-04	170	27	99.0	10.0	10.0	10.0	10.0	10.0	10.0	4.05
1388	1857141	2016-01-04	115	44	94.0	10.0	9.0	10.0	10.0	10.0	9.0	1.67
1389	8668410	2016-01-04	112	2	100.0	10.0	10.0	10.0	10.0	9.0	10.0	2.0
1390	8517235	2016-01-04	120	1	80.0	10.0	8.0	8.0	10.0	10.0	10.0	0.7
1391	4311244	2016-01-04	239	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.19
1392	7616008	2016-01-04	135	21	96.0	10.0	10.0	10.0	10.0	10.0	9.0	4.74
1393	4776823	2016-01-04	125	67	94.0	9.0	10.0	9.0	9.0	10.0	10.0	5.33
1394	8082659	2016-01-04	150	17	99.0	10.0	10.0	10.0	10.0	10.0	10.0	4.11
1395	808134	2016-01-04	197	5	95.0	9.0	10.0	10.0	10.0	10.0	10.0	0.18
1397	6403878	2016-01-04	106	23	82.0	9.0	9.0	7.0	9.0	10.0	9.0	3.42
1399	529090	2016-01-04	150	95	93.0	9.0	10.0	10.0	10.0	10.0	9.0	2.82
1400	2392869	2016-01-04	149	95	93.0	10.0	10.0	10.0	10.0	10.0	9.0	4.19
1401	5289293	2016-01-04	115	37	93.0	9.0	10.0	10.0	10.0	10.0	10.0	3.57
1402	4783585	2016-01-04	175	24	97.0	10.0	10.0	10.0	10.0	10.0	9.0	2.01
1403	286080	2016-01-04	175	26	93.0	9.0	9.0	10.0	9.0	9.0	9.0	0.53
1404	1601714	2016-01-04	124	35	90.0	9.0	9.0	9.0	10.0	9.0	9.0	1.26
1406	5459895	2016-01-04	229	1	80.0	6.0	8.0	8.0	8.0	10.0	8.0	0.16
1407	7360078	2016-01-04	125	12	95.0	9.0	10.0	10.0	10.0	10.0	10.0	2.18
1408	8843162	2016-01-04	40	2	90.0	10.0	8.0	9.0	10.0	10.0	9.0	2.0
1409	8409750	2016-01-04	183	7	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.92
1410	6033201	2016-01-04	169	15	99.0	10.0	10.0	10.0	10.0	10.0	9.0	1.92
1411	5058302	2016-01-04	155	23	90.0	9.0	9.0	9.0	10.0	9.0	9.0	2.15
1412	4264056	2016-01-04	75	65	79.0	9.0	8.0	9.0	9.0	10.0	9.0	5.04
1413	1707064	2016-01-04	89	168	96.0	10.0	10.0	10.0	10.0	10.0	9.0	6.09
1414	8236094	2016-01-04	35	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.0
1415	8072907	2016-01-04	115	12	90.0	10.0	10.0	10.0	10.0	10.0	9.0	2.79
1416	4082986	2016-01-04	115	115	95.0	9.0	10.0	10.0	10.0	10.0	10.0	7.19
1417	9138600	2016-01-04	165	4	95.0	10.0	10.0	10.0	10.0	10.0	9.0	2.31
1418	7922197	2016-01-04	115	22	96.0	10.0	9.0	10.0	10.0	10.0	10.0	5.41
1421	3033913	2016-01-04	105	25	90.0	9.0	10.0	9.0	10.0	10.0	9.0	4.29
1422	6362918	2016-01-04	145	45	95.0	10.0	10.0	10.0	10.0	10.0	9.0	5.84
1423	2935486	2016-01-04	250	68	94.0	10.0	9.0	10.0	10.0	10.0	9.0	3.45
1424	9031119	2016-01-04	139	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
1425	5270886	2016-01-04	82	11	98.0	10.0	10.0	9.0	10.0	10.0	9.0	1.53
1426	59838	2016-01-04	147	70	88.0	9.0	10.0	10.0	10.0	9.0	9.0	1.14
1428	59708	2016-01-04	187	6	90.0	10.0	10.0	10.0	10.0	9.0	10.0	0.12
1429	1476298	2016-01-04	80	170	94.0	9.0	10.0	10.0	10.0	10.0	9.0	5.82
1431	8922554	2016-01-04	130	1	80.0	10.0	6.0	10.0	10.0	10.0	10.0	1.0
1432	7440415	2016-01-04	100	2	90.0	10.0	10.0	8.0	9.0	9.0	9.0	0.41
1433	6490091	2016-01-04	95	1	100.0	8.0	10.0	8.0	10.0	10.0	10.0	0.14
1434	9311687	2016-01-04	68	9	87.0	9.0	10.0	9.0	9.0	10.0	9.0	4.91
1435	8103365	2016-01-04	150	1	80.0	8.0	10.0	10.0	10.0	10.0	8.0	0.39
1436	631445	2016-01-04	165	38	94.0	9.0	10.0	10.0	10.0	10.0	9.0	0.92
1437	6545773	2016-01-04	117	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.34
1438	8036985	2016-01-04	168	37	98.0	10.0	10.0	10.0	10.0	10.0	10.0	8.67
1440	4661374	2016-01-04	79	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.33
1441	365550	2016-01-04	89	466	94.0	9.0	10.0	10.0	10.0	9.0	9.0	10.12
1442	7777381	2016-01-04	80	14	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.5
1443	1778989	2016-01-04	120	53	95.0	10.0	9.0	10.0	10.0	9.0	9.0	2.31
1444	5031285	2016-01-04	40	66	93.0	9.0	9.0	10.0	10.0	9.0	9.0	8.05
1445	5031383	2016-01-04	40	19	94.0	10.0	9.0	10.0	10.0	9.0	9.0	3.7
1447	208356	2016-01-04	89	474	95.0	10.0	10.0	10.0	10.0	9.0	9.0	8.98
1448	9449062	2016-01-04	79	1	100.0	10.0	10.0	10.0	10.0	8.0	10.0	1.0
1449	3552523	2016-01-04	69	84	92.0	10.0	10.0	9.0	9.0	9.0	9.0	4.67
1450	3487824	2016-01-04	69	161	91.0	10.0	10.0	9.0	9.0	9.0	9.0	8.94
1451	8501705	2016-01-04	74	22	92.0	10.0	10.0	10.0	10.0	9.0	9.0	6.53
1453	8068232	2016-01-04	250	3	100.0	10.0	9.0	10.0	10.0	10.0	10.0	0.74
1454	1709737	2016-01-04	250	24	91.0	10.0	8.0	10.0	10.0	9.0	9.0	0.89
1456	7110655	2016-01-04	99	30	94.0	10.0	10.0	10.0	10.0	9.0	9.0	5.26
1458	8372038	2016-01-04	120	30	97.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0
1459	2051658	2016-01-04	190	4	100.0	10.0	10.0	10.0	10.0	9.0	9.0	0.18
1460	7506165	2016-01-04	280	10	98.0	10.0	10.0	10.0	10.0	10.0	9.0	1.84
1461	7311407	2016-01-04	99	16	95.0	10.0	10.0	9.0	9.0	10.0	9.0	2.73
1462	397117	2016-01-04	99	265	95.0	10.0	9.0	10.0	10.0	10.0	9.0	5.79
1463	4516960	2016-01-04	159	57	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.44
1464	9089308	2016-01-04	150	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
1465	934123	2016-01-04	139	10	90.0	9.0	9.0	9.0	10.0	10.0	9.0	0.36
1466	3891695	2016-01-04	180	51	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.08
1467	6514446	2016-01-04	151	19	91.0	10.0	10.0	10.0	10.0	9.0	9.0	3.7
1469	8805211	2016-01-04	219	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.39
1470	7954781	2016-01-04	100	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.6
1471	2944021	2016-01-04	175	17	96.0	10.0	10.0	10.0	10.0	10.0	10.0	1.15
1473	3282000	2016-01-04	115	47	97.0	10.0	10.0	10.0	10.0	10.0	9.0	2.65
1474	6687939	2016-01-04	100	33	99.0	10.0	10.0	10.0	10.0	10.0	10.0	4.85
1475	6613192	2016-01-04	110	5	92.0	9.0	9.0	10.0	10.0	10.0	9.0	1.14
1477	7860710	2016-01-04	110	11	95.0	10.0	10.0	10.0	9.0	9.0	9.0	2.68
1478	7510776	2016-01-04	199	9	98.0	10.0	10.0	10.0	10.0	9.0	9.0	1.74
1479	6773472	2016-01-04	170	13	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.96
1480	7965184	2016-01-04	135	5	67.0	7.0	7.0	7.0	7.0	7.0	7.0	2.27
1481	9183380	2016-01-04	300	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
1482	9201292	2016-01-04	219	2	90.0	10.0	10.0	10.0	10.0	10.0	8.0	1.02
1483	7332364	2016-01-04	300	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.31
1486	8100190	2016-01-04	156	7	97.0	10.0	10.0	10.0	9.0	10.0	10.0	2.02
1487	935671	2016-01-04	147	23	91.0	9.0	9.0	9.0	9.0	10.0	9.0	0.95
1488	936177	2016-01-04	135	17	94.0	9.0	10.0	10.0	10.0	10.0	9.0	0.63
1489	922986	2016-01-04	128	15	88.0	9.0	9.0	9.0	9.0	10.0	9.0	0.53
1490	1200083	2016-01-04	104	10	94.0	9.0	10.0	9.0	10.0	10.0	10.0	0.41
1491	935432	2016-01-04	114	6	97.0	10.0	10.0	10.0	10.0	10.0	10.0	0.21
1492	604600	2016-01-04	200	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.06
1493	1251763	2016-01-04	132	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.08
1494	7517684	2016-01-04	150	13	98.0	10.0	10.0	10.0	9.0	10.0	10.0	3.22
1495	607788	2016-01-04	250	2	83.0	4.0	8.0	10.0	10.0	10.0	6.0	0.05
1496	6278361	2016-01-04	40	34	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.36
1497	936378	2016-01-04	126	3	93.0	10.0	10.0	10.0	10.0	10.0	10.0	0.11
1498	7350870	2016-01-04	365	9	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.9
1499	92835	2016-01-04	99	319	94.0	10.0	9.0	10.0	10.0	9.0	9.0	5.68
1500	4009508	2016-01-04	350	38	98.0	10.0	10.0	10.0	10.0	10.0	9.0	2.38
1501	935862	2016-01-04	143	11	94.0	10.0	9.0	10.0	10.0	10.0	10.0	0.48
1502	8187537	2016-01-04	110	18	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.95
1505	2749725	2016-01-04	175	22	94.0	10.0	9.0	10.0	10.0	10.0	9.0	1.07
1507	8101251	2016-01-04	143	4	95.0	10.0	9.0	9.0	10.0	10.0	9.0	1.1
1508	5201816	2016-01-04	121	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.16
1509	9329068	2016-01-04	150	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	4.0
1510	8704438	2016-01-04	149	8	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.64
1511	8052542	2016-01-04	168	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.67
1512	4251426	2016-01-04	245	3	73.0	9.0	10.0	10.0	10.0	10.0	7.0	0.31
1513	6020744	2016-01-04	129	32	95.0	10.0	10.0	10.0	10.0	10.0	9.0	3.79
1514	4251235	2016-01-04	245	8	93.0	10.0	10.0	10.0	9.0	10.0	9.0	0.81
1515	8093529	2016-01-04	89	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.06
1516	654734	2016-01-04	175	37	92.0	9.0	9.0	10.0	10.0	10.0	9.0	0.94
1517	3489083	2016-01-04	144	5	95.0	9.0	10.0	10.0	10.0	10.0	10.0	0.28
1518	8691263	2016-01-04	188	20	96.0	9.0	10.0	10.0	10.0	10.0	10.0	7.79
1519	3971934	2016-01-04	179	48	95.0	9.0	10.0	10.0	10.0	9.0	9.0	2.93
1520	7732071	2016-01-04	129	1	60.0	8.0	4.0	8.0	10.0	10.0	8.0	0.26
1521	1251813	2016-01-04	170	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.04
1523	6740521	2016-01-04	276	11	96.0	10.0	10.0	10.0	10.0	10.0	10.0	1.73
1524	2955782	2016-01-04	135	74	96.0	10.0	10.0	10.0	10.0	10.0	9.0	3.77
1525	6691324	2016-01-04	150	29	99.0	10.0	10.0	10.0	10.0	10.0	10.0	4.16
1526	8568567	2016-01-04	140	3	100.0	10.0	10.0	10.0	10.0	10.0	9.0	1.14
1527	1251707	2016-01-04	121	2	90.0	8.0	10.0	10.0	10.0	10.0	10.0	0.1
1529	931785	2016-01-04	147	24	96.0	9.0	10.0	10.0	9.0	10.0	10.0	0.86
1530	7763613	2016-01-04	149	19	93.0	10.0	10.0	9.0	9.0	10.0	9.0	4.71
1532	9024838	2016-01-04	300	4	95.0	10.0	10.0	10.0	10.0	10.0	10.0	2.07
1533	8427227	2016-01-04	115	5	90.0	9.0	10.0	9.0	9.0	10.0	9.0	2.27
1534	6993019	2016-01-04	290	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.37
1535	6746826	2016-01-04	129	18	97.0	10.0	10.0	10.0	10.0	10.0	10.0	4.32
1536	3592838	2016-01-04	175	114	93.0	10.0	9.0	9.0	10.0	10.0	9.0	6.68
1537	1954452	2016-01-04	220	71	96.0	9.0	10.0	10.0	10.0	10.0	9.0	3.03
1538	1651324	2016-01-04	90	88	89.0	9.0	9.0	10.0	10.0	9.0	9.0	3.37
1539	8016646	2016-01-04	120	3	100.0	10.0	10.0	9.0	10.0	10.0	10.0	0.71
1540	6115704	2016-01-04	325	19	92.0	10.0	10.0	9.0	9.0	10.0	9.0	2.45
1542	2191633	2016-01-04	127	6	90.0	9.0	9.0	10.0	10.0	10.0	9.0	0.27
1543	7451624	2016-01-04	168	29	100.0	10.0	10.0	10.0	10.0	10.0	10.0	5.27
1544	8311242	2016-01-04	117	7	97.0	10.0	10.0	9.0	10.0	10.0	9.0	3.89
1545	3977605	2016-01-04	85	102	88.0	9.0	9.0	10.0	9.0	9.0	9.0	6.47
1546	6344566	2016-01-04	122	64	98.0	10.0	10.0	9.0	10.0	10.0	9.0	8.17
1547	2191169	2016-01-04	142	18	94.0	9.0	10.0	10.0	10.0	10.0	9.0	0.76
1548	5213468	2016-01-04	237	30	99.0	10.0	10.0	10.0	10.0	10.0	10.0	2.87
1550	945645	2016-01-04	99	9	97.0	9.0	9.0	9.0	9.0	10.0	9.0	0.78
1551	8193241	2016-01-04	110	16	96.0	10.0	10.0	10.0	10.0	10.0	10.0	4.17
1553	6941113	2016-01-04	225	18	97.0	10.0	10.0	10.0	10.0	9.0	9.0	2.95
1554	2621746	2016-01-04	99	106	93.0	9.0	10.0	10.0	10.0	10.0	9.0	4.92
1555	449602	2016-01-04	65	108	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.42
1556	1724849	2016-01-04	275	11	93.0	10.0	8.0	9.0	10.0	10.0	10.0	0.43
1557	3868138	2016-01-04	183	46	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.73
1558	8193054	2016-01-04	110	10	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.83
1559	6807981	2016-01-04	156	18	96.0	9.0	10.0	10.0	10.0	10.0	9.0	2.83
1560	1163345	2016-01-04	169	107	88.0	9.0	9.0	9.0	9.0	9.0	9.0	3.4
1561	6436727	2016-01-04	150	14	94.0	9.0	10.0	10.0	10.0	10.0	9.0	1.86
1562	8553556	2016-01-04	125	12	91.0	9.0	8.0	9.0	10.0	10.0	9.0	3.79
1563	7389483	2016-01-04	175	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.26
1564	1901706	2016-01-04	155	15	96.0	10.0	9.0	10.0	10.0	10.0	9.0	0.8
1565	4137114	2016-01-04	151	54	94.0	9.0	10.0	9.0	10.0	10.0	9.0	3.58
1566	5249093	2016-01-04	175	27	90.0	9.0	9.0	10.0	10.0	10.0	9.0	2.88
1567	356608	2016-01-04	196	40	96.0	10.0	10.0	10.0	10.0	9.0	9.0	0.92
1570	828298	2016-01-04	175	14	92.0	9.0	10.0	10.0	10.0	10.0	10.0	0.39
1572	5989894	2016-01-04	90	11	95.0	10.0	10.0	10.0	10.0	10.0	9.0	1.27
1573	7699495	2016-01-04	105	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.73
1574	3270492	2016-01-04	95	62	97.0	10.0	9.0	10.0	10.0	10.0	10.0	3.41
1575	5372156	2016-01-04	139	15	96.0	10.0	10.0	10.0	10.0	10.0	10.0	1.93
1576	2933877	2016-01-04	115	9	91.0	10.0	10.0	9.0	9.0	10.0	9.0	0.5
1577	4943016	2016-01-04	185	4	90.0	9.0	10.0	10.0	10.0	10.0	9.0	0.37
1578	3624990	2016-01-04	175	18	90.0	10.0	9.0	10.0	10.0	9.0	9.0	1.15
1579	7391003	2016-01-04	75	43	85.0	9.0	9.0	9.0	10.0	10.0	9.0	7.63
1582	6752031	2016-01-04	70	18	91.0	9.0	10.0	10.0	10.0	10.0	9.0	2.95
1583	1815304	2016-01-04	79	139	91.0	9.0	8.0	10.0	10.0	10.0	9.0	5.29
1585	3793047	2016-01-04	100	37	92.0	10.0	9.0	9.0	10.0	10.0	9.0	2.17
1586	353039	2016-01-04	155	18	93.0	10.0	10.0	9.0	9.0	9.0	9.0	0.42
1587	5218550	2016-01-04	87	71	98.0	10.0	10.0	10.0	10.0	10.0	10.0	6.7
1588	7809494	2016-01-04	165	18	98.0	10.0	9.0	10.0	10.0	10.0	9.0	3.72
1589	6627403	2016-01-04	100	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.31
1590	8065715	2016-01-04	78	14	99.0	10.0	9.0	10.0	10.0	10.0	9.0	3.31
1591	7431247	2016-01-04	150	1	100.0	10.0	10.0	10.0	10.0	8.0	8.0	0.21
1592	9460	2016-01-04	99	240	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.11
1593	6993978	2016-01-04	80	13	100.0	10.0	10.0	10.0	10.0	10.0	9.0	2.25
1595	9061868	2016-01-04	169	2	90.0	9.0	10.0	10.0	10.0	10.0	9.0	2.0
1596	1246769	2016-01-04	129	154	96.0	10.0	10.0	10.0	10.0	10.0	9.0	4.98
1597	1107845	2016-01-04	80	55	93.0	9.0	8.0	10.0	10.0	10.0	9.0	1.84
1598	1583047	2016-01-04	77	6	87.0	10.0	9.0	9.0	9.0	10.0	8.0	0.22
1599	7735282	2016-01-04	99	9	98.0	10.0	10.0	10.0	10.0	10.0	10.0	7.94
1600	7710713	2016-01-04	119	8	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.2
1601	7735313	2016-01-04	129	31	97.0	10.0	10.0	10.0	10.0	10.0	9.0	6.33
1602	8869027	2016-01-04	145	10	100.0	10.0	10.0	10.0	10.0	10.0	10.0	3.85
1604	6239907	2016-01-04	99	46	97.0	10.0	10.0	10.0	10.0	10.0	10.0	6.16
1605	6315269	2016-01-04	230	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.27
1606	9318524	2016-01-04	109	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.65
1607	6812415	2016-01-04	85	16	95.0	10.0	10.0	10.0	10.0	10.0	10.0	2.44
1608	7118258	2016-01-04	120	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.19
1610	6246861	2016-01-04	115	71	94.0	9.0	10.0	10.0	10.0	10.0	9.0	8.95
1611	7828222	2016-01-04	130	3	93.0	10.0	9.0	9.0	10.0	10.0	10.0	0.67
1612	7533901	2016-01-04	129	3	87.0	9.0	10.0	10.0	10.0	9.0	9.0	0.94
1613	3803947	2016-01-04	129	55	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.33
1614	2943860	2016-01-04	195	14	90.0	9.0	10.0	10.0	10.0	9.0	9.0	0.71
1615	7388225	2016-01-04	500	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.2
1616	2620429	2016-01-04	195	84	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.21
