	home_id	num_of_reviews	num_of_sents	aspect	num_of_sents_0.5	num_of_sents_0.6	num_of_sents_0.7	sents_0.5	sents_0.6	sents_0.7
0	15108	41	189	cleanliness	72	7	7	"['His house was very well located for our needs and we really enjoyed his private, tranquil backyard.', 'He was even nice enough to post some clothing home we had mistakenly left behind.', 'He was very accommodating, his home and the room were as described, and he was gracious enough to wait up and show me around when I said I would be arriving late.', 'What a neat place with a lovely backyard - great location, great host, great pets!A friendly place.  ', 'The place was comfortable and it was not difficult to go to the city by a car.  ', 'On the bus line, easy walk to Green Lake.  ', 'Sweet pets, very clean and nice.  ', 'Its a perfect place for walking, jogging, bicycling , kayaking, taking pictures and every thing!!  ', ""There are a lot of cafes , restorans , but at the same time it's very picefull, not crowded place, very  convenient to get downtown and university district."", 'Hi is  friendly, helpfull and welcoming like host  and  interesting like a person!', 'He has a lovely backyard with so many cozy places to curl up and read.', 'Comfortable house with nice downstairs bedroom, comfortable bed.', 'Very close to downtown Green Lake restaurants,  Thanks Bob!Real estate agents say, ""Location location location.', 'Nice location.', 'The room is nice and cozy, it was great to meet Bob and he gave us some excellent tips on what to do and see in Seattle.', 'Bob was friendly and helpful, very easygoing.', 'The neighborhood is nice with a beautiful lake and park, and restaurants, close by.', 'The room was comfortable enough and I had no problems with the other guests or using the bathroom.', 'The hot tub in the yard was wonderful in the evenings.', ""It was a good experience and I would definetely stay at Bob's when I am in Seattle again."", 'The house was comfortable, and the cats were lovely, but the garden was definitely the highlight.', ""Thanks for being such a nice host, Bob, we'll definitely come down another time soon."", 'its extremely close to the lake and an easy taxi ride from most things.  ', 'Big thanks to Bob and for him sharing his nice room in Seattle.  ', 'He was very helpful in providing quick advice to local eateries and coffee shops as well as make my stay as comfortable and easy as possible.  ', 'sunsets- stunning views only a few blocks away!This room was in a great location and the room was clean and comfortable.', ""We felt very welcome at Bob's place, almost like family!"", 'He was very helpful, and also let us his kitchen pretty much every day, as well as his collection of spices and seasoning! \r\n\r\n', 'His other house members equally nice and sharing.  ', 'This was a fine entree back into Seattle after 7 years away.', 'Thoroughly enjoyable and very relaxed.', 'The cats are a treat and the hot tub is a dream and Bob will provide great entertainment and conversation.', ""The bed was very comfortable, I didn't want to leave!!!"", 'When I arrived I had a warm welcome with homemade soup and waffles.', 'It was always fun to meet up for chats in the nice common areas with Bob, the other housemates, friends or the two lovely cats.', 'Also the neighbourhood, Greenlake, is a good place if you are motivated to discover places that are not on every tourists schedule, such as Ballard, Wallingford, Ravenna or the University District - all easy accesible by bus.\r\n', 'Go ahead - if you wanna have a good time in Seattle, book a place at Bobs! :', '-)Very warm and welcoming place.', 'It was a friendly, quaint and welcome atmosphere with an awesome back yard to boot.', 'Bob met me at the door, very friendly and welcoming.', 'The room was exactly as the pictures showed, the house was very charming and eclectic.', 'He had towels laid out, fresh flowers on the nightstand, and played some great piano music I could hear while I was in the shower. :).', 'His cats were so friendly one tried to stow away in my backpack.', 'Bob was very welcoming and really helped us out by approving our stay at the last minute.', 'We were only in the house for one night, so we spent very little time there.', 'A little disappointed with the cleanliness of the house and room (the room smelled like cats and mildew).', 'Bob was a gracious host, very friendly.', 'It is a little bit of a funky house and I would recommend coming prepared for that experience.', 'Any comers here should love cats, because there are two very present male kitties living here.', 'Bob is friendly and welcoming.', ""Close to Green Lake on a quite beautiful street!We had a lovely time at Bob's house met his two nice cats!"", 'Bob is a fantastic nice host en we like to come back next year.', 'Good location, near the beautiful Green Lake Park and close to bus stops.', 'Bob is an amazing host, very friendly and willing to go out of his way to help you.', 'The bed is very nice, the bathroom clean, the kitchen fully equipped.', ""Bob was very kind and accommodating in letting me stay at his home on last minute's notice, though we really didn't get the chance to meet.  "", 'The bed was comfy, and the neighborhood was very quiet for being so close to the bustle of Green Lake--walking distance to shops, restaurants and the local health food store.  ', 'He was also very helpful in suggesting directions to places where I needed to go as well as having a genuine interest in what I was studying.', 'Bob is amazing host, he is very friendly and made us feel at home.', 'The room/ house was everything that it promised to be.', 'Bob is very friendly and welcoming.', 'I cooked quite a bit in the kitchen and he very graciously let me use spices/pots/containers etc.', ""The hot tub in the backyard and Pollux, Bob's cat, were a bonus!"", 'He was very reasonable and understanding with everyone living in his home.  \r\n\r\n', 'The house is only 2 blocks from Green Lake and I always felt safe walking nearby.  ', ""Pollox the cat is reserved, but loves rough attention when he's looking for it.  "", 'The house is incredibly eclectic and lived-in, and Bob has a habit of collecting memorabilia.\r\n\r\n', ""You'll be missing out terribly if all you're looking for is a clean and tidy place to crash."", 'Bob was a friendly and gracious host who communicates efficiently and effectively - he is mature and strikes an excellent balance between giving you your space but also being there if you need him.', ""Don't hesitate to book his clean, quaint and well maintained (and sign posted) private room!"", 'Handwritten signs everywhere and odor of cat box contributed to the unpleasant feel of the house.', ""The advertised hot tub was without water and clearly hadn't been used in a while.""]"	"['What a neat place with a lovely backyard - great location, great host, great pets!A friendly place.  ', 'Sweet pets, very clean and nice.  ', 'sunsets- stunning views only a few blocks away!This room was in a great location and the room was clean and comfortable.', 'A little disappointed with the cleanliness of the house and room (the room smelled like cats and mildew).', 'The bed is very nice, the bathroom clean, the kitchen fully equipped.', ""You'll be missing out terribly if all you're looking for is a clean and tidy place to crash."", ""Don't hesitate to book his clean, quaint and well maintained (and sign posted) private room!""]"	"['What a neat place with a lovely backyard - great location, great host, great pets!A friendly place.  ', 'Sweet pets, very clean and nice.  ', 'sunsets- stunning views only a few blocks away!This room was in a great location and the room was clean and comfortable.', 'A little disappointed with the cleanliness of the house and room (the room smelled like cats and mildew).', 'The bed is very nice, the bathroom clean, the kitchen fully equipped.', ""You'll be missing out terribly if all you're looking for is a clean and tidy place to crash."", ""Don't hesitate to book his clean, quaint and well maintained (and sign posted) private room!""]"
