	home_id	num_of_reviews	num_of_sents	aspect	num_of_sents_0.5	num_of_sents_0.6	num_of_sents_0.7	sents_0.5	sents_0.6	sents_0.7
0	9596	31	173	location	73	31	23	"['The minute we step foot down the stairs of the Urban Cottage, we felt right at home.  ', 'Nice to look out the windows from the ""living room"" to see greenery.  ', 'Urban Cottage was comfortable for the 3 of us--we were on the move, and there was room for one more!  ', 'We loved the the neighborhood and the surroundings and enjoyed the easy walk down to the park.  ', 'Whenever we left the cottage to go into town, we were always happy to come back and feel at home and enjoy the peacefulness.  ', 'Great location.  ', 'Walllingford is close to downtown, the Burke-Gilman trail, lots of shops, etc.', 'Her house is centrally located and stocked with all the amenities and comforts one could dream of (hot tub included).', 'My son and I had a perfect stay at this apartment.  ', 'The location is excellent.  ', 'It is walking distance to several great neighborhood coffee shops and to 45th street where everything is happening.  ', 'It is a great neighborhood for walking and you feel very safe.', 'Nice place to stay.  ', 'NIce place.', 'Great location.', 'Quick and easy trips to the city.', 'We had the main house and this down stairs apartment.', 'Everyone enjoyed the lovely garden, neighborhood and of course the classic turn of the \r\ncentury home. \r\n', 'My husband, son and I really enjoyed our time in the downstairs apartment in Wallingford.  ', 'Joyce has made the apartment welcoming, comfortable and created a lovely homely atmosphere with character of a country cottage.  ', 'The beds are really comfortable and the place is quiet at night -', 'Her place is set in a beautiful garden and tree lined street and yet, up the road there are an array of great shops, restaurants, galleries, parks and the Fremont Troll.  ', 'I loved staying in the Wallingford / Fremont area plus the bus is 2 minute walk and a 15 minute ride downtown to the major attractions of Seattle.  \r\n\r\n', 'Joyce is also a helpful and fantastic host and she will give you lots of tips of things to see and places to eat and shop plus maps!  ', ""We enjoyed an long week stay at Joyce's place.  "", 'It is a quiet location central to great shopping, bus lines and wonderful restaurants.  ', 'It is easy to catch a bus downtown and to other locations in Seattle.  ', 'The place was great, clean and well prepared.', 'The apartment was spacious enough for all three of us and the price was really great.', ""Definitely recommended to live here if you're in the area."", 'The apt was neither too close or too far from any of the popular spots.', 'The place was lovely and the beds soooo comfy.  ', ""It's a great location."", 'Close to good restaurants/coffee shops/bars.', 'Very friendly place.  ', 'The apartment was nice and comfortable.', 'The only thing to consider is that the stairs into the apartment are very steep, so be aware if you have young children or elderly.', 'It is central to all of the Seattle hotspots.', 'Place is very clean and comfortable, the beds were absolutely WONDERFUL!', 'Great location.', 'We plan on staying again when we come to Seattle to visit family!This is a great basement apartment within walking distance of great stores and restaurants in Wallingford!  ', 'The apartment was spacious and clean with several very comfortable beds.', 'Joyce was a great host who offered advice about navigating the area and made sure they had everything they might need during their stay.', 'Parking was available on the street and the location was within walking distance to Fremont and the bus stop. \r\n\r\n', 'Tenants of the down home basement apartment are required to use the concrete stairs to gain access.  ', 'My parents are elderly and were not able to safely maneuver the concrete stairs that were necessary to get from the street to the house and then to the basement apartment.   ', 'The basement apartment was clean and the kitchen had awesome utensils.  ', 'The location is close to public transportation and the neighborhood is quiet.  ', 'It was super convenient to have the washer and dryer access.  ', 'We stayed for three days and walked to Fremont street and Gasworks park easily.', 'Lots of shops and music venues in walking distance, surprisingly easy parking and a little neighborhood grocery store just a short block away.', 'The neighborhood is very quiet and safe and the house was also very quiet and peaceful.', 'The place is pretty much like in the photos, great use of space in that apartment and very comfortable beds.', 'The location is good because north south buses work well in Seattle.', 'The Wallingford street area is nothing to rave about, but Fremont at the bottom of the hill is really great.', 'She was very accommodating and gracious and had great suggestions on places to visit.', 'Most importantly, beds were first rate and location is perfect for exploring Seattle.  ', ""We absolutely loved staying at Joyce's basement apartment."", 'The apartment is very close to a great commercial strip on N 45th St. that had great restaurants, bars, and shops.', 'She provided me with all of the necessary information to make the most of my trip; nice restaurants, places to visit, things to do etc.', 'The apartment was furnished with everything I needed and was very comfortable.\r\n\r\n', ""It's centrally located, west of campus and north of downtown area."", 'I highly recommend it as a place to stay for a couple or small family.', 'The down home, central and fab was the perfect location with a lovely, inviting yard in a lovely neighborhood.  ', 'The apartment is lovely and super clean.   ', 'Everything was exactly as shown in the photos, the apartment was quiet and very comfortable.  ', 'We loved the neighborhood and it was very central to everything.  ', 'Joyce was very responsive to our questions and an excellent hostess, although she was not in town while we were there, we did appreciate her leaving us snacks, fruit, etc....and we enjoyed meeting her adorable dog, Cleo!  ', ""We had a great experience at Joyce's place."", 'Great location and Joyce got right back to us making our check in and check out a breeze.', 'Quiet home in quiet neighborhood walking distance to restaurants.', 'Very easy commute to downtown Seattle.', 'I would recommend  this location without a doubt.']"	"['We loved the the neighborhood and the surroundings and enjoyed the easy walk down to the park.  ', 'Great location.  ', 'Walllingford is close to downtown, the Burke-Gilman trail, lots of shops, etc.', 'Her house is centrally located and stocked with all the amenities and comforts one could dream of (hot tub included).', 'The location is excellent.  ', 'It is walking distance to several great neighborhood coffee shops and to 45th street where everything is happening.  ', 'It is a great neighborhood for walking and you feel very safe.', 'Great location.', 'Everyone enjoyed the lovely garden, neighborhood and of course the classic turn of the \r\ncentury home. \r\n', 'I loved staying in the Wallingford / Fremont area plus the bus is 2 minute walk and a 15 minute ride downtown to the major attractions of Seattle.  \r\n\r\n', 'It is a quiet location central to great shopping, bus lines and wonderful restaurants.  ', 'It is easy to catch a bus downtown and to other locations in Seattle.  ', ""Definitely recommended to live here if you're in the area."", ""It's a great location."", 'It is central to all of the Seattle hotspots.', 'Great location.', 'Joyce was a great host who offered advice about navigating the area and made sure they had everything they might need during their stay.', 'Parking was available on the street and the location was within walking distance to Fremont and the bus stop. \r\n\r\n', 'The location is close to public transportation and the neighborhood is quiet.  ', 'Lots of shops and music venues in walking distance, surprisingly easy parking and a little neighborhood grocery store just a short block away.', 'The neighborhood is very quiet and safe and the house was also very quiet and peaceful.', 'The location is good because north south buses work well in Seattle.', 'The Wallingford street area is nothing to rave about, but Fremont at the bottom of the hill is really great.', 'Most importantly, beds were first rate and location is perfect for exploring Seattle.  ', ""It's centrally located, west of campus and north of downtown area."", 'The down home, central and fab was the perfect location with a lovely, inviting yard in a lovely neighborhood.  ', 'We loved the neighborhood and it was very central to everything.  ', 'Great location and Joyce got right back to us making our check in and check out a breeze.', 'Quiet home in quiet neighborhood walking distance to restaurants.', 'Very easy commute to downtown Seattle.', 'I would recommend  this location without a doubt.']"	"['We loved the the neighborhood and the surroundings and enjoyed the easy walk down to the park.  ', 'Great location.  ', 'The location is excellent.  ', 'It is walking distance to several great neighborhood coffee shops and to 45th street where everything is happening.  ', 'It is a great neighborhood for walking and you feel very safe.', 'Great location.', 'Everyone enjoyed the lovely garden, neighborhood and of course the classic turn of the \r\ncentury home. \r\n', 'It is a quiet location central to great shopping, bus lines and wonderful restaurants.  ', 'It is easy to catch a bus downtown and to other locations in Seattle.  ', ""It's a great location."", 'It is central to all of the Seattle hotspots.', 'Great location.', 'Parking was available on the street and the location was within walking distance to Fremont and the bus stop. \r\n\r\n', 'The location is close to public transportation and the neighborhood is quiet.  ', 'Lots of shops and music venues in walking distance, surprisingly easy parking and a little neighborhood grocery store just a short block away.', 'The neighborhood is very quiet and safe and the house was also very quiet and peaceful.', 'The location is good because north south buses work well in Seattle.', 'Most importantly, beds were first rate and location is perfect for exploring Seattle.  ', 'The down home, central and fab was the perfect location with a lovely, inviting yard in a lovely neighborhood.  ', 'We loved the neighborhood and it was very central to everything.  ', 'Great location and Joyce got right back to us making our check in and check out a breeze.', 'Quiet home in quiet neighborhood walking distance to restaurants.', 'I would recommend  this location without a doubt.']"
1	20928	43	212	location	71	45	30	"[""If their availability calendar ever overlaps with the need for a place to stay in Seattle, don't hesitate."", 'Love the convenient location to Ballard/Freemont and more.  ', 'The use of the garden area was a special treat as the weather was fabulous!  \r\n\r\n', 'We did not meet Brad and Liz as they were out of town.', ""Brad and Liz's place was great!"", 'The location is beautiful and right by some very cool places to visit.', 'We knew we were in good hands!Great place to stay!  ', 'Although our hosts were out of town, it was no problem getting in and around.  ', 'Great room with everything we needed, great location near to transit.  ', 'They know the area very well and are wonderful people all-around.\r\n\r\n', 'The bed was super comfortable and the kitchenette/dining area was extremely convenient.', 'The neighborhood is safe and interesting, too -- we loved it.  ', ""There's lots of cute shops and restaurants/bars nearby, as well as a variety of more nature-"", 'We miss Ballard already!Liz and Brad welcomed us by chatting and explaining all about the place where we would call home for the next five days.  ', 'The apartment was clean, comfortable and more than adequate for our home away from home.  ', 'It was great place to spring from.  ', 'The neighborhood is fun too with lots going on and great eating places.', 'Location was perfect, an easy walk to many nice cafes including Cafe Besalu.', 'They gave us great recommendations for new places to check out in Ballard.', 'It was very easy to access public transportation from this location too when we needed to head downtown or catch the bus up to Mount Vernon.', 'We were very comfortable and Brad and Liz live in a great neighborhood', '-- in a quiet are that is walking distance to the main commercial strip and the Locks.', ""Their home including the place you'll be staying is very comfortable and clean."", ""The area of Ballard is gorgeous and it's an easy public transport connection to Downtown."", 'Great Neighborhood too.', ""The quiet  location was perfect as  it was an easy walk to the Chittenden Locks, and picturesque downtown Ballard with all the great eating places and Farmer's Market on Sunday."", 'We took the #40 bus to downtown Seattle, so it was very convenient  for many reasons including ample parking.\r\n\r\n ', 'I am missing the Seattle area, and look forward to a return trip one day, and a chance to enjoy the Victorian home once more.', 'Brad and Liz accommodated our late arrival time with no difficulty, the place was just as advertised, and we had plenty of space.', 'Liz were great, the room was clean, and in a great location.  ', 'They were very welcoming and gave us some great tips about the area!\r\n', 'The space was very nice & comfortable and very close to a lot of great shopping and.', 'Also, Ballard is a lovely area... plenty of shops, cafes and restaurants.', 'The apartment was very clean and spacious with everything we needed including a beautiful garden.', 'brad was available very late to let us  in, show us around and give us pointers on where to go in the neighborhood.', 'We were walking distance to all of the bars, restaurants and shops in Ballard and had a great time exploring the area and relaxing in the garden.', 'Would definitely stay here again!This was an excellent place to stay in the beautiful neighborhood.', 'They should install a motion detector for the stairs going down to apartment.  ', 'Great space in a great neighborhood.', 'Easy street parking.', 'They also left maps of Seattle and info about things to do which was a great touch.', 'The private entry was convenient for when we stayed out a little later.', 'And lastly, the location was perfect!', 'The apartment was great and matches the description accurately.   ', 'The property was beautiful and the neighborhood was convenient and walkable.  ', 'When we arrived, Brad showed us around the room/bathroom where we would be sleeping and getting ready, and then he sat down with us and chatted about what kinds of things there were to do around the area.', 'He was extremely friendly and made great suggestions as to where to eat, what venues to check out, etc.', 'He and Liz live in a beautiful residential neighborhood within walking area of breakfast places, nightlife, the bus system, and even the beach.', 'We always felt safe walking back late at night and really loved the area.', 'Close enough to Ballard shops and restaurants and adequate public transport to the rest of Seattle.  ', 'The space they rent is beautiful and well maintained - the Internet is speedy, the bed is comfy, and the neighborhood is quiet but near lots of lovely restaurants.', ""Brad and Liz's home is comfortable and situated in a really fun part of Ballard."", 'Brad gave us a brief orientation to the neighborhood when we arrived which was really helpful.', ""Thanks Brad and Liz!Beautiful lower-level space in Brad and Liz's home, situated in a really cool city neighborhood."", 'The place is equipped nicely with a very comfortable futon bed and sweet leather couch.  ', 'The location (Ballard) is very chill and features a lot of interesting places to hang out, as do the adjacent areas.  \r\n\r\n', ""This was my first experience renting a place like this and as far as I'm concerned, it was absolutely a home run in every way for me.  "", 'The pictures are accurate, the location is awesome!', 'We enjoyed the cats and the yard and the quiet neighborhood.', 'Highly Recommended!Very nice place to stay in a very good neighborhood.', ""Of course you are staying in someone's home in a private area, so you will hear normal family sounds in the main part of the house."", 'Garden level so its a great place to sleep in late!The room we stayed in was perfect for myself and my husband.', 'The neighborhood was awesome and located in walking distance to downtown Ballard, which was so cute!', ""The neighborhood was perfect for my needs and, while I didn't get to walk around as much as I would have liked, the area has a lot within easy walking distance."", 'The location is an easy to walk to buses to get downtown and very close to some beautiful parks!', 'Our hosts were friendly and welcoming and the neighbourhood is quite lovely and close to all Ballard has to offer, which is quite a bit.  ', 'The various amenities in Ballard were within walking distance, and Brad had very helpful recommendations for great food and coffee.\r\n\r\n', 'Beautiful house in a great area.  ', 'Would definitely recommend to anyone looking to explore those areas and the rest of Seattle.', 'Brad and Liz provide a winning Seattle experience in the hip Ballard neighborhood.   ', 'Excellent stay!Pretty luxurious...warm, spacious, basically feels like your own apartment minus a stove.']"	"['Love the convenient location to Ballard/Freemont and more.  ', 'The use of the garden area was a special treat as the weather was fabulous!  \r\n\r\n', 'The location is beautiful and right by some very cool places to visit.', 'Great room with everything we needed, great location near to transit.  ', 'They know the area very well and are wonderful people all-around.\r\n\r\n', 'The bed was super comfortable and the kitchenette/dining area was extremely convenient.', 'The neighborhood is safe and interesting, too -- we loved it.  ', ""There's lots of cute shops and restaurants/bars nearby, as well as a variety of more nature-"", 'The neighborhood is fun too with lots going on and great eating places.', 'Location was perfect, an easy walk to many nice cafes including Cafe Besalu.', 'It was very easy to access public transportation from this location too when we needed to head downtown or catch the bus up to Mount Vernon.', 'We were very comfortable and Brad and Liz live in a great neighborhood', ""The area of Ballard is gorgeous and it's an easy public transport connection to Downtown."", 'Great Neighborhood too.', ""The quiet  location was perfect as  it was an easy walk to the Chittenden Locks, and picturesque downtown Ballard with all the great eating places and Farmer's Market on Sunday."", 'We took the #40 bus to downtown Seattle, so it was very convenient  for many reasons including ample parking.\r\n\r\n ', 'I am missing the Seattle area, and look forward to a return trip one day, and a chance to enjoy the Victorian home once more.', 'Liz were great, the room was clean, and in a great location.  ', 'They were very welcoming and gave us some great tips about the area!\r\n', 'Also, Ballard is a lovely area... plenty of shops, cafes and restaurants.', 'brad was available very late to let us  in, show us around and give us pointers on where to go in the neighborhood.', 'We were walking distance to all of the bars, restaurants and shops in Ballard and had a great time exploring the area and relaxing in the garden.', 'Would definitely stay here again!This was an excellent place to stay in the beautiful neighborhood.', 'Great space in a great neighborhood.', 'And lastly, the location was perfect!', 'The property was beautiful and the neighborhood was convenient and walkable.  ', 'When we arrived, Brad showed us around the room/bathroom where we would be sleeping and getting ready, and then he sat down with us and chatted about what kinds of things there were to do around the area.', 'He and Liz live in a beautiful residential neighborhood within walking area of breakfast places, nightlife, the bus system, and even the beach.', 'We always felt safe walking back late at night and really loved the area.', 'The space they rent is beautiful and well maintained - the Internet is speedy, the bed is comfy, and the neighborhood is quiet but near lots of lovely restaurants.', ""Brad and Liz's home is comfortable and situated in a really fun part of Ballard."", 'Brad gave us a brief orientation to the neighborhood when we arrived which was really helpful.', ""Thanks Brad and Liz!Beautiful lower-level space in Brad and Liz's home, situated in a really cool city neighborhood."", 'The location (Ballard) is very chill and features a lot of interesting places to hang out, as do the adjacent areas.  \r\n\r\n', 'The pictures are accurate, the location is awesome!', 'We enjoyed the cats and the yard and the quiet neighborhood.', 'Highly Recommended!Very nice place to stay in a very good neighborhood.', ""Of course you are staying in someone's home in a private area, so you will hear normal family sounds in the main part of the house."", 'The neighborhood was awesome and located in walking distance to downtown Ballard, which was so cute!', ""The neighborhood was perfect for my needs and, while I didn't get to walk around as much as I would have liked, the area has a lot within easy walking distance."", 'The location is an easy to walk to buses to get downtown and very close to some beautiful parks!', 'Our hosts were friendly and welcoming and the neighbourhood is quite lovely and close to all Ballard has to offer, which is quite a bit.  ', 'Beautiful house in a great area.  ', 'Would definitely recommend to anyone looking to explore those areas and the rest of Seattle.', 'Brad and Liz provide a winning Seattle experience in the hip Ballard neighborhood.   ']"	"['Love the convenient location to Ballard/Freemont and more.  ', 'The location is beautiful and right by some very cool places to visit.', 'Great room with everything we needed, great location near to transit.  ', 'The neighborhood is safe and interesting, too -- we loved it.  ', ""There's lots of cute shops and restaurants/bars nearby, as well as a variety of more nature-"", 'The neighborhood is fun too with lots going on and great eating places.', 'Location was perfect, an easy walk to many nice cafes including Cafe Besalu.', 'It was very easy to access public transportation from this location too when we needed to head downtown or catch the bus up to Mount Vernon.', 'We were very comfortable and Brad and Liz live in a great neighborhood', 'Great Neighborhood too.', ""The quiet  location was perfect as  it was an easy walk to the Chittenden Locks, and picturesque downtown Ballard with all the great eating places and Farmer's Market on Sunday."", 'Liz were great, the room was clean, and in a great location.  ', 'brad was available very late to let us  in, show us around and give us pointers on where to go in the neighborhood.', 'Would definitely stay here again!This was an excellent place to stay in the beautiful neighborhood.', 'Great space in a great neighborhood.', 'And lastly, the location was perfect!', 'The property was beautiful and the neighborhood was convenient and walkable.  ', 'He and Liz live in a beautiful residential neighborhood within walking area of breakfast places, nightlife, the bus system, and even the beach.', 'The space they rent is beautiful and well maintained - the Internet is speedy, the bed is comfy, and the neighborhood is quiet but near lots of lovely restaurants.', 'Brad gave us a brief orientation to the neighborhood when we arrived which was really helpful.', ""Thanks Brad and Liz!Beautiful lower-level space in Brad and Liz's home, situated in a really cool city neighborhood."", 'The location (Ballard) is very chill and features a lot of interesting places to hang out, as do the adjacent areas.  \r\n\r\n', 'The pictures are accurate, the location is awesome!', 'We enjoyed the cats and the yard and the quiet neighborhood.', 'Highly Recommended!Very nice place to stay in a very good neighborhood.', 'The neighborhood was awesome and located in walking distance to downtown Ballard, which was so cute!', ""The neighborhood was perfect for my needs and, while I didn't get to walk around as much as I would have liked, the area has a lot within easy walking distance."", 'The location is an easy to walk to buses to get downtown and very close to some beautiful parks!', 'Our hosts were friendly and welcoming and the neighbourhood is quite lovely and close to all Ballard has to offer, which is quite a bit.  ', 'Brad and Liz provide a winning Seattle experience in the hip Ballard neighborhood.   ']"
